¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤T©M¸ô¥|¬q181«Ñ181~210¸¹,55.0,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0550610,66.44,3,2,2,¦³,µL,12500000,188140,,0.0,0,,RPOPMLPLLHKFFGF48DA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¥Ã©M°Ï°ê¤¤¸ô104«Ñ8§Ë1~30¸¹,20.5,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¤T¼h¡A¶§¥x,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0651008,61.96,2,2,1,¦³,µL,7600000,122660,,0.0,0,,RPSTMLRKLHKFFHF86DA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¥Ã©M°Ï¦Û¥Ñµó61~90¸¹,10.37,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,11,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0850719,119.94,3,2,1,¦³,¦³,13500000,112556,©Y¹D¾÷±ñ,0.0,0,,RPQNMLKLLHKFFHF08DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï©y¦w¸ô1~30¸¹,10.13,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0931008,71.63,2,2,1,¦³,¦³,12100000,168924,,0.0,0,,RPSPMLPLLHKFFHF98DA
¾ðªL°Ï,¤g¦a,¨|­^¬q1111~1140¦a¸¹,27.0,¨ä¥L,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,783000,29000,,0.0,0,,RPWNMLKLLHKFFIF78DA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ïª÷«°¸ô¤T¬q1~30¸¹,10.13,¦í,,,10401,¤g¦a2«Øª«1¨®¦ì0,¤Q¤­¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870911,111.55,3,2,2,¦³,¦³,11800000,105782,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRNMLRLMHKFFAF38EA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«®õ¤s°Ï©ú§Ó¸ô¤G¬q211~240¸¹,17.16,°Ó,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0840411,178.47,0,0,0,µL,¦³,11000000,61635,,0.0,0,,RPQPMLQLLHKFFBF38EA
¯Q¨Ó°Ï,¤g¦a,ºÖ¤s¬q511~540¦a¸¹,180.0,¨ä¥L,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,50000,278,,0.0,0,,RPRNMLPLLHKFFCF28EA
²H¤ô°Ï,¤g¦a,¤¤¿³¬q991~1020¦a¸¹,125.36,¨ä¥L,,,10403,¤g¦a9«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1851084,14766,,0.0,0,,RPXNMLKLLHKFFEF58EA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï²Hª÷¸ô1~30¸¹,2.62,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,29,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970909,45.61,1,0,1,¦³,¦³,5180000,113572,,0.0,0,,RPTRMLQLLHKFFEF56EA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï¿³ºÖ¼d66«Ñ181~210¸¹,45.46,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10402,¤g¦a2«Øª«1¨®¦ì2,¤»¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980526,137.21,2,2,1,¦³,¦³,6800000,49559,¤@¼Ó¥­­±,0.0,0,,RPRNMLSJMHKFFEF68EA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤¤¥¿¥_¸ô25«Ñ25§Ë1~30¸¹,35.84,¦í,,,10312,¤g¦a2«Øª«1¨®¦ì0,¥|¼h¡A¶§¥x,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0661026,88.0,3,2,2,¦³,µL,9500000,107955,,0.0,0,§t¼W«Ø¡C,RPWNMLOLLHKFFGF09EA
Äª¬w°Ï,¤g¦a,«O©M¬q421~450¦a¸¹,132.86,°Ó,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,64304000,483998,,0.0,0,,RPOOMLPLLHKFFGF48EA
Äª¬w°Ï,¤g¦a,«O©M¬q421~450¦a¸¹,116.91,°Ó,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,45733250,391183,,0.0,0,,RPPOMLPLLHKFFGF58EA
Äª¬w°Ï,¤g¦a,«O©M¬q421~450¦a¸¹,116.91,°Ó,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,45733250,391183,,0.0,0,,RPQOMLPLLHKFFGF68EA
·çªÚ°Ï,¤g¦a,ªF©M¬q121~150¦a¸¹,843.05,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,10402,¤g¦a12«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,1186,,0.0,0,,RPPNMLKMMHKFFFF08EA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¥Ã©M°Ï¤¤¥¿¸ô609«Ñ1~30¸¹,30.72,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0631221,66.69,3,2,1,¦³,µL,6000000,89969,,0.0,0,¿Ë¤Í¶¡¶R½æ¡C,RPOOMLSKLHKFFHF78EA
Åaºq°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Åaºq°Ï¤TÅa¸ô91~120¸¹,125.0,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10401,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0680326,86.0,6,2,4,¦³,µL,12800000,148837,,0.0,0,1.«á¤è¦³¼W«Ø(¬ù100©W)¡C2.¥»®×«Øª«¦³³¡¤À­±¿n¥e¥Î¾F¦a¡C3.¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOPMLSKLHKFFIF98EA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤T®l°Ï¾Ç¶Ô¸ô151~180¸¹,15.55,°Ó,,,10403,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0980730,195.28,3,2,2,¦³,¦³,15800000,80909,©Y¹D¥­­±,39.03,0,,RPVOMLMJMHKFFIF98EA
Åaºq°Ï,¤g¦a,¤¤¥¿¬q1261~1290¦a¸¹,117.88,¨ä¥L,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2510000,21293,,0.0,0,¤G¿Ëµ¥¶¡¤§¥æ©ö,RPQOMLRKLHKFFIF98EA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T®l°Ï¤j´¼¸ô31~60¸¹,17.4,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950123,114.92,3,2,2,¦³,¦³,8000000,69614,,0.0,0,,RPWNMLTLMHKFFIF27EA
¾ðªL°Ï,¤g¦a,¥Û¦Ç§|¬q¥Û¦Ç§|¤p¬q61~90¦a¸¹,2805.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,713,,0.0,0,¥S§Ì,§B¤÷§Ì©f¶¡¤Gµ¥¿Ë¶¡¥æ©ö,RPTNMLTKLHKFFIF76EA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«Äª¬w°Ï¥Ã¼Öµó38«Ñ19§Ë31~60¸¹,18.58,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1011126,174.89,3,2,2,¦³,¦³,18800000,114592,©Y¹D¥­­±,27.41,1900000,,RPTNMLPKMHKFFGF88EA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï·s¥Áµó178«Ñ31~60¸¹,30.48,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700625,83.4,3,2,1,¦³,µL,4000000,47962,,0.0,0,,RPQPMLKKMHKFFEF08EA
¤K¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤K¨½°ÏÆ[®ü¤j¹D121~150¸¹,69.71,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020220,261.48,2,2,2,¦³,¦³,27400000,116713,©Y¹D¥­­±,52.42,3000000,,RPWPMLKLMHKFFEF78EA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï¤¤¥¿ªF¸ô¤G¬q61~90¸¹,3.46,°Ó,,,10402,¤g¦a5«Øª«1¨®¦ì1,¤G¤Q¤T¼h,26,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿û°©²V¾®¤g³y,0920922,61.95,1,1,1,¦³,¦³,7100000,114627,©Y¹D¾÷±ñ,10.75,0,,RPTOMLRLLHKFFEF98EA
¤K¨½°Ï,¤g¦a,¦Ì­Ü¬q751~780¦a¸¹,3.67,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,250000,68120,,0.0,0,,RPVNMLKLLHKFFEF38EA
·çªÚ°Ï,¤g¦a,¤ô«n¬}¬q211~240¦a¸¹,41.0,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2870,70,,0.0,0,«YÄÝ°ê¦³°]²£ªk²Ä52±ø¤§2¥ÓÁÊ®×¥ó,¨Ì²Ä¤@¦¸¤½§i²{­È¨ú±o,RPQNMLSKLHKFFFF68EA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤j´¼µó1~30¸¹,7.06,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,7,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810803,33.45,1,1,1,¦³,¦³,2930000,87593,,0.0,0,¿Ë¤Í¶¡¥æ©ö,RPSNMLTKLHKFFGF09EA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¦w²»¸ô110«Ñ31~60¸¹,36.1,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,17,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850213,72.82000000000001,2,2,1,¦³,¦³,4300000,59050,,0.0,0,,RPPNMLTLMHKFFCF58EA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï¶mªø¸ô¤G¬q1~30¸¹,10.41,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831223,38.4,1,2,1,¦³,¦³,3000000,78125,,0.0,0,,RPTNMLTKLHKFFDF88EA
¤­ªÑ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤­ªÑ°Ï¦¨®õ¸ô¤T¬q361~390¸¹,27.25,¦í,,,10312,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910614,146.03,3,2,2,¦³,µL,7500000,51359,©Y¹D¥­­±,17.3,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLQLLHKFFBF58EA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¦è²±µó362«Ñ1~30¸¹,19.72,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720601,73.95,3,2,1,¦³,µL,4000000,54091,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUOMLTKLHKFFBF88EA
·s²ø°Ï,¤g¦a,Â×¦~¬q61~90¦a¸¹,77.44,¨ä¥L,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8828089,113999,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXNMLOLLHKFFBF68EA
ªL¤f°Ï,¤g¦a,µ×®H¬q·s¼d¤p¬q61~90¦a¸¹,208.74,¨ä¥L,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,28744,,0.0,0,,RPOQMLOLLHKFFBF08EA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªO¾ô°ÏµØ¿³µó1~30¸¹,14.49,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991230,177.04000000000002,3,2,2,¦³,¦³,23000000,129914,©Y¹D¾÷±ñ,7.76,0,,RPVNMLNLMHKFFAF38EA
Åaºq°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Åaºq°Ï°êµØ¸ô1~30¸¹,11.19,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831221,76.35,2,2,1,¦³,¦³,4500000,58939,,0.0,0,,RPXOMLRKLHKFFIF96DA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤T®l°Ï¤j¸q¸ô181~210¸¹,9.76,°Ó,,,10401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤E¼h,19,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970807,128.72,2,2,1,¦³,¦³,10100000,78465,©Y¹D¥­­±,36.09,0,,RPQOMLTKLHKFFIF09DA
Åaºq°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Åaºq°Ï´Â¶§µó63«Ñ5§Ë1~30¸¹,98.0,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700215,166.65,4,2,3,¦³,µL,8200000,49205,,0.0,0,¿Ë¤Í¥æ©ö,RPWNMLPKMHKFFIF66DA
¤T®l°Ï,¤g¦a,¥ÕÂû¬qµµ·L¤p¬q1~30¦a¸¹,3950.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10312,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,1013,,0.0,0,,RPQOMLPKMHKFFIF78DA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¶ê³q¸ô296«Ñ33§Ë1~30¸¹,26.43,¦í,,,10403,¤g¦a5«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730418,78.7,3,2,1,¦³,µL,7100000,90216,,0.0,0,,RPTNMLKLLHKFFHF38DA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤T­«°Ï¤¤¥¡«n¸ô91~120¸¹,13.95,¦í,,,10401,¤g¦a2«Øª«1¨®¦ì1,¤Q¤­¼h,17,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870429,122.74,2,2,2,¦³,¦³,14500000,118136,©Y¹D¥­­±,42.6,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWOMLNLLHKFFGF98DA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«Äª¬w°Ï¥Á±Ú¸ô263«Ñ1~30¸¹,23.66,¦í,,,10311,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880803,145.9,3,2,2,¦³,¦³,14180000,97190,©Y¹D¥­­±,41.02,0,,RPXOMLNLLHKFFGF09DA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï­«¦wµó31~60¸¹,12.5,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870502,97.42,3,2,2,¦³,¦³,10700000,109834,,0.0,0,,RPOPMLNLLHKFFGF28DA
²H¤ô°Ï,¤g¦a,¿³¤Æ©±¬q«e¬w¤l¤p¬q61~90¦a¸¹,73.81,¨ä¥L,,,10307,¤g¦a14«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1172325,15883,,0.0,0,,RPPOMLNLLHKFFEF08DA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï¤j¦P¸ô¤G¬q211~240¸¹,17.77,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021015,146.54000000000002,4,2,2,¦³,¦³,19585000,133650,,0.0,0,,RPSOMLOLLHKFFDF38DA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï¦Á¸U¸ô¤G¬q228«Ñ31§Ë61~90¸¹,42.06,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841110,103.18,3,2,2,¦³,¦³,2050000,19868,,0.0,0,,RPOPMLSKLHKFFDF38DA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¦Á¤î°ÏºÖ¼w¤@¸ô61~90¸¹,16.59,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950113,121.65,3,2,2,¦³,¦³,14500000,119194,©Y¹D¥­­±,15.37,0,,RPXPMLSKLHKFFDF66DA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¦w±d¸ô¤T¬q165«Ñ2§Ë1~30¸¹,28.68,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720308,82.63,3,2,1,¦³,µL,5300000,64141,,0.0,0,,RPSNMLLJMHKFFCF77DA
ªL¤f°Ï,¤g¦a,«n¶Õ®H¬q«n¶Õ®H§À¤p¬q91~120¦a¸¹,789.43,¨ä¥L,,,10402,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,23920252,30301,,0.0,0,,RPTPMLSJMHKFFBF68DA
·s©±°Ï,¤g¦a,«C¼æ¬q¤Q¤À¤p¬q1~30¦a¸¹,2144.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2700000,1259,,0.0,0,,RPPNMLSKLHKFFCF18DA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ïªø¬K¸ô13«Ñ1~30¸¹,97.64,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780504,204.85,4,2,3,¦³,µL,18000000,87869,,0.0,0,,RPQNMLSKLHKFFCF28DA
·s©±°Ï,¤g¦a,ª½¼æ¬qª½¼æ¤p¬q361~390¦a¸¹,200.0,¦í,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,15600000,78000,,0.0,0,,RPRNMLSKLHKFFCF38DA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï·s©Mµó48«Ñ1~30¸¹,35.21,¦í,,,10401,¤g¦a1«Øª«2¨®¦ì1,¤K¼h,11,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860828,233.35,5,2,3,¦³,¦³,19280000,82623,©Y¹D¥­­±,0.0,0,,RPTNMLSKLHKFFCF58DA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¥Á´Iµó61~90¸¹,23.42,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1001221,217.99,4,2,2,¦³,¦³,22600000,103674,©Y¹D¥­­±,19.06,0,,RPURMLNLLHKFFBF58DA
¤­ªÑ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤­ªÑ°Ï¤ô¸P¤@¸ô1~30¸¹,36.14,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031212,170.89,3,2,2,¦³,µL,15500000,96790,©Y¹D¥­­±,30.38,1900000,,RPTRMLPLLHKFFBF68DA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¤¤¥¿¸ô691~720¸¹,19.15,¤u,,,10402,¤g¦a2«Øª«1¨®¦ì1,¤­¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0980929,185.97,3,2,2,¦³,¦³,17800000,95714,©Y¹D¥­­±,26.52,0,,RPWPMLQLLHKFFBF88DA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T®l°Ï´_¿³¸ô151~180¸¹,5.02,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,16,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830510,49.68,1,1,1,¦³,¦³,3050000,61393,,0.0,0,,RPSPMLSJMHKFFIF56CA
