¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï1621~1650¸¹,104.47,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10401,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830823,166.17,3,2,2,¦³,µL,4200000,25275,,0.0,0,,RPWNMLSKLHKFFDP27CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10210,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,9500000,,,0.0,0,,RPXOMLLLLHKFFDP86CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10309,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,10800000,,,0.0,0,,RPOPMLLLLHKFFDP68CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,302.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10302,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,253.15,3,0,3,¦³,µL,9800000,,,0.0,0,,RPPPMLLLLHKFFDP78CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,324.0,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10209,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,335.5,3,0,3,¦³,µL,13600000,,,0.0,0,,RPRPMLLLLHKFFDP98CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10301,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,10800000,,,0.0,0,,RPVNMLNLLHKFFDP76CA
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¤¤¤s¸ô293«Ñ1~30¸¹,106.39,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030915,169.56,4,2,3,¦³,µL,7400000,43642,,0.0,0,,RPQNMLSJMHKFFCP56CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¨½ªê¿³ªF¤@µó31~60¸¹,141.64,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031027,178.44,4,2,4,¦³,¦³,6600000,36987,,0.0,0,,RPPPMLLMLHKFFDP88CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¨½ªê¿³ªF¤@µó31~60¸¹,136.45,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031027,178.44,4,2,4,¦³,¦³,6600000,36987,,0.0,0,,RPRPMLLMLHKFFDP09CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¨½ªê¿³ªF¤@µó31~60¸¹,166.19,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031027,181.17,4,2,4,¦³,¦³,6600000,36430,,0.0,0,,RPTPMLLMLHKFFDP66CA
½Ç©¾¶m,¤g¦a,¼é¬v­í¬q631~660¦a¸¹,1074.8,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,930,,0.0,0,,RPVNMLKKMHKFFDP09CA
¥|´ò¶m,¤g¦a,·s½²­í1111~1140¦a¸¹,4740.04,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2559621,540,,0.0,0,,RPRNMLRKLHKFFEP76CA
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂí¼yµØµó8«Ñ31~60¸¹,44.14,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0811016,116.16,3,2,2,¦³,µL,2800000,24105,,0.0,0,,RPQNMLSLLHKFFEP86CA
¥_´äÂí,¤g¦a,¼B­í¬q511~540¦a¸¹,672.14,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,596808,888,,0.0,0,,RPTNMLKKMHKFFEP98CA
¥_´äÂí,¤g¦a,¼B­í¬q391~420¦a¸¹,718.62,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,538900,750,,0.0,0,,RPPNMLQKMHKFFEP56CA
ªL¤º¶m,¤g¦a,ªL¤º¬q841~870¦a¸¹,1719.58,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,930,,0.0,0,,RPQNMLMLLHKFFAP58DA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¶³«nµó151~180¸¹,84.0,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0840825,251.73,5,2,2,¦³,µL,8000000,31780,,0.0,0,,RPVNMLNKMHKFFAP56DA
¤æ¤»¥«,¤g¦a,¦ËÀY¬q31~60¦a¸¹,13189.19,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10401,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,14550743,1103,,0.0,0,,RPVNMLOKMHKFFAP66DA
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂí¤å¤¯¸ô331~360¸¹,95.0,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0780823,224.36,4,2,2,¦³,µL,6600000,29417,,0.0,0,,RPWNMLRKLHKFFEP37DA
ªê§ÀÂí,¤g¦a,´f¨Ó­í¬q451~480¦a¸¹,3040.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6688000,2200,,0.0,0,,RPPOMLRKLHKFFDP66DA
¥j§|¶m,¤g¦a,·sÉÜ¬q31~60¦a¸¹,4884.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3900000,799,,0.0,0,,RPPOMLRKLHKFFAP09EA
¥j§|¶m,¤g¦a,·s¥ú¬q91~120¦a¸¹,178.9,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1431222,8000,,0.0,0,,RPROMLRKLHKFFAP66EA
¤æ«nÂí,¤g¦a,¹´¯u¬q691~720¦a¸¹,284.95,¹A,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1100000,3860,,0.0,0,,RPQNMLKLLHKFFBP58EA
¤æ«nÂí,¤g¦a,¥_»Ê¬q1261~1290¦a¸¹,1506.0,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15489210,10285,,0.0,0,,RPRNMLKLLHKFFBP68EA
¤æ«nÂí,¤g¦a,¥_»Ê¬q1261~1290¦a¸¹,250.0,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2571250,10285,,0.0,0,,RPSNMLKLLHKFFBP78EA
¥j§|¶m,¤g¦a,·s¥ú¬q421~450¦a¸¹,124.54,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,980000,7869,,0.0,0,¤g¦a¼W­Èµ|¥Ñ¶R¤è­t¾á,RPUNMLKLLHKFFAP88EA
¥j§|¶m,¤g¦a,¥Ã¥ú¬q571~600¦a¸¹,178.67,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,8955,,0.0,0,,RPVNMLKLLHKFFAP98EA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«­«¥ú¥_¸ô26«Ñ1~30¸¹,75.24,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840322,180.2,4,2,3,¦³,µL,746148,4141,,0.0,0,¿ËÄÝ¶¡ªº¶R½æ,RPSNMLSKLHKFFAP76EA
ªê§ÀÂí,¤g¦a,¥_·Ë­í¬q331~360¦a¸¹,75.51,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,324679,4300,,0.0,0,,RPPNMLSKLHKFFDP66DA
ªê§ÀÂí,¤g¦a,¥_·Ë­í¬q331~360¦a¸¹,75.51,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,324679,4300,,0.0,0,,RPRNMLSKLHKFFDP86DA
¥_´äÂí,¤g¦a,¤j¥_¬q1531~1560¦a¸¹,2052.73,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1853765,903,,0.0,0,,RPPNMLSKLHKFFEP76DA
¥_´äÂí,¤g¦a,¤j¥_¬q1561~1590¦a¸¹,2051.54,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1852778,903,,0.0,0,,RPQNMLSKLHKFFEP86DA
¥_´äÂí,¤g¦a,¥_´ä¬q1441~1470¦a¸¹,143.0,¦í,,,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4326000,30252,,0.0,0,,RPSNMLSKLHKFFEP07DA
¥|´ò¶m,¤g¦a,·s¤U¼d211~240¦a¸¹,1750.08,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1015044,580,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLSKLHKFFEP17DA
¤æ¤»¥«,¤g¦a,¤æ¤»¬q211~240¦a¸¹,198.0,¦í,,,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,30303,,0.0,0,,RPRNMLPKMHKFFAP98DA
¤æ¤»¥«,¤g¦a,«OÉÜ¬q541~570¦a¸¹,217.93,¤u,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7200000,33038,,0.0,0,,RPPNMLLLMHKFFAP48DA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¦è¥­¸ô308«Ñ1~30¸¹,148.0,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020902,269.65,4,2,2,¦³,µL,12600000,46727,,0.0,0,,RPSNMLOKMHKFFAP98DA
¤æ¤»¥«,¤g¦a,±öªLªF¬q1231~1260¦a¸¹,180.02,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,1111,,0.0,0,,RPSNMLKMLHKFFAP68DA
¦èÁ³Âí,¤g¦a,§d­í¬q691~720¦a¸¹,1776.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,1126,,0.0,0,,RPQNMLSKLHKFFCP76EA
¤G±[¶m,¤g¦a,±[¦è¬q421~450¦a¸¹,1224.23,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1285441,1050,,0.0,0,,RPRNMLSKLHKFFCP86EA
³Á¼d¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤³Á¼d¶m¥ËØ\§ø¾]¤¯61~90¸¹,199.25,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10307,¤g¦a3«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031203,220.49,4,2,5,¦³,µL,6500000,29480,,0.0,0,,RPTNMLQLLHKFFFP07CA
³Á¼d¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤³Á¼d¶m¥Ë?§ø¾]¤¯61~90¸¹,151.25,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031203,158.46,4,2,3,¦³,µL,5550000,35025,,0.0,0,,RPUNMLQLLHKFFFP17CA
ªF¶Õ¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªF¶Õ¶m¥Á¥Í¸ô26«Ñ1~30¸¹,54.0,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0681005,102.88,3,2,2,¦³,µL,1000000,9720,,0.0,0,,RPQNMLSKLHKFFFP86CA
¥|´ò¶m,¤g¦a,ªL­í¼d¬q2941~2970¦a¸¹,2194.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,702080,320,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLSKLHKFFEP86CA
¤¸ªø¶m,¤g¦a,ªø«n¬q691~720¦a¸¹,6647.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10312,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6546000,985,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLLMLHKFFEP78CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¨½ªê¿³ªF¤@µó31~60¸¹,143.7,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031027,178.5,4,2,4,¦³,¦³,6600000,36975,,0.0,0,,RPVPMLLMLHKFFDP86CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¨½ªê¿³ªF¤@µó31~60¸¹,167.09,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031027,181.65,4,2,4,¦³,¦³,6600000,36334,,0.0,0,,RPXPMLLMLHKFFDP07CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¾Á¦a¨½ªê¿³¦è¤@µó181~210¸¹,184.65,¦í,,,10402,¤g¦a4«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031206,269.43,5,3,5,¦³,µL,8700000,32290,,0.0,0,,RPPNMLTLLHKFFDP76CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10210,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,9500000,,,0.0,0,,RPSPMLLLLHKFFDP09CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10210,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,9500000,,,0.0,0,,RPTPMLLLLHKFFDP56CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10210,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,9500000,,,0.0,0,,RPUPMLLLLHKFFDP66CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,308.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10307,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,257.3,3,0,3,¦³,µL,10680000,,,0.0,0,,RPVPMLLLLHKFFDP76CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,309.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10302,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,253.15,3,0,3,¦³,µL,9600000,,,0.0,0,,RPWPMLLLLHKFFDP86CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n961~990¸¹,309.2,,¯S©w¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10301,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,2,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031029,253.15,3,0,3,¦³,µL,9800000,,,0.0,0,,RPQPMLLLLHKFFDP88CA
