編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPVOMLOLLHKFFBG48CA,,47.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十三層
RPVOMLOLLHKFFBG48CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWOMLOLLHKFFBG58CA,,52.35,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十三層
RPWOMLOLLHKFFBG58CA,,36.56,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPXOMLOLLHKFFBG68CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十三層
RPXOMLOLLHKFFBG68CA,,38.94,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPOPMLOLLHKFFBG87CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十四層
RPOPMLOLLHKFFBG87CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPPPMLOLLHKFFBG97CA,,57.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十四層
RPPPMLOLLHKFFBG97CA,,46.62,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQPMLOLLHKFFBG08CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十五層
RPQPMLOLLHKFFBG08CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPRPMLOLLHKFFBG18CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十五層
RPRPMLOLLHKFFBG18CA,,38.94,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPSPMLOLLHKFFBG28CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十五層
RPSPMLOLLHKFFBG28CA,,38.94,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPVNMLPLLHKFFBG48CA,,41.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十五層
RPVNMLPLLHKFFBG48CA,,29.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024
SPVNMLPLLHKFFBG58CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十五層
SPVNMLPLLHKFFBG58CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWNMLPLLHKFFBG58CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
RPWNMLPLLHKFFBG58CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPXNMLPLLHKFFBG68CA,,47.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
RPXNMLPLLHKFFBG68CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPOOMLPLLHKFFBG87CA,,31.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
RPOOMLPLLHKFFBG87CA,,23.58,見其他登記事項,鋼筋混凝土造,103年11月20日,024
SPOOMLPLLHKFFBG97CA,,38.84,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
SPOOMLPLLHKFFBG97CA,,28.21,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPPOMLPLLHKFFBG97CA,,57.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
RPPOMLPLLHKFFBG97CA,,46.62,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQOMLPLLHKFFBG08CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
RPQOMLPLLHKFFBG08CA,,38.94,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPROMLPLLHKFFBG18CA,,41.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十六層
RPROMLPLLHKFFBG18CA,,29.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPSOMLPLLHKFFBG28CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十七層
RPSOMLPLLHKFFBG28CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPTOMLPLLHKFFBG38CA,,52.35,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十七層
RPTOMLPLLHKFFBG38CA,,36.56,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPUOMLPLLHKFFBG48CA,,43.22,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十層
RPUOMLPLLHKFFBG48CA,,28.74,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPVOMLPLLHKFFBG58CA,,131.61,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十一層
RPVOMLPLLHKFFBG58CA,,93.38,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWOMLPLLHKFFBG68CA,,43.22,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十一層
RPWOMLPLLHKFFBG68CA,,28.74,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPTNMLQLLHKFFBG38CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十二層
RPTNMLQLLHKFFBG38CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPVNMLQLLHKFFBG58CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十二層
RPVNMLQLLHKFFBG58CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWNMLQLLHKFFBG68CA,,52.35,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十二層
RPWNMLQLLHKFFBG68CA,,36.56,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPXNMLQLLHKFFBG78CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十三層
RPXNMLQLLHKFFBG78CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPPOMLQLLHKFFBG08CA,,47.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十三層
RPPOMLQLLHKFFBG08CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQOMLQLLHKFFBG18CA,,52.35,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十三層
RPQOMLQLLHKFFBG18CA,,36.56,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPROMLQLLHKFFBG28CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十三層
RPROMLQLLHKFFBG28CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPSNMLNLLHKFFBG97CA,,46.32,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二層
RPSNMLNLLHKFFBG97CA,,32.85,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPTNMLNLLHKFFBG08CA,,46.32,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二層
RPTNMLNLLHKFFBG08CA,,32.85,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPUNMLNLLHKFFBG18CA,,48.08,見其他登記事項,鋼筋混凝土造,103年11月20日,024,三層
RPUNMLNLLHKFFBG18CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPVNMLNLLHKFFBG28CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,三層
RPVNMLNLLHKFFBG28CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWNMLNLLHKFFBG38CA,,97.86,見其他登記事項,鋼筋混凝土造,103年11月20日,024,五層
RPWNMLNLLHKFFBG38CA,,66.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPXNMLNLLHKFFBG48CA,,41.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,五層
RPXNMLNLLHKFFBG48CA,,27.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPOOMLNLLHKFFBG67CA,,97.86,見其他登記事項,鋼筋混凝土造,103年11月20日,024,六層
RPOOMLNLLHKFFBG67CA,,66.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPPOMLNLLHKFFBG77CA,,131.61,見其他登記事項,鋼筋混凝土造,103年11月20日,024,六層
RPPOMLNLLHKFFBG77CA,,93.38,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQOMLNLLHKFFBG87CA,,48.08,見其他登記事項,鋼筋混凝土造,103年11月20日,024,七層
RPQOMLNLLHKFFBG87CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPROMLNLLHKFFBG97CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,八層
RPROMLNLLHKFFBG97CA,,36.03,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPSOMLNLLHKFFBG08CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,八層
RPSOMLNLLHKFFBG08CA,,36.03,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQQMLTKLHKFFBG58CA,14,103.15,商業用,鋼筋混凝土造,89年12月7日,003,一層 騎樓
RPQQMLTKLHKFFBG58CA,14,37.02,共有部分,鋼筋混凝土造,89年12月7日,003
RPQQMLTKLHKFFBG58CA,14,109.02,住家用,鋼筋混凝土造,89年12月7日,003,二層
RPQQMLTKLHKFFBG58CA,14,109.02,住家用,鋼筋混凝土造,89年12月7日,003,三層
RPUOMLNLLHKFFBG28CA,,31.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,九層
RPUOMLNLLHKFFBG28CA,,23.58,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPVOMLNLLHKFFBG38CA,,57.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,九層
RPVOMLNLLHKFFBG38CA,,46.62,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWOMLNLLHKFFBG48CA,,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024,九層
RPWOMLNLLHKFFBG48CA,,36.03,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPXOMLNLLHKFFBG58CA,,41.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,九層
RPXOMLNLLHKFFBG58CA,,27.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPOPMLNLLHKFFBG77CA,,97.86,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十層
RPOPMLNLLHKFFBG77CA,,66.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQPMLNLLHKFFBG97CA,,41.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十層
RPQPMLNLLHKFFBG97CA,,27.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPRPMLNLLHKFFBG08CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十層
RPRPMLNLLHKFFBG08CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPSPMLNLLHKFFBG18CA,,41.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十二層
RPSPMLNLLHKFFBG18CA,,29.14,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPPNMLSKLHKFFBG08CA,19,24.32,住家用,鋼筋混凝土造,85年2月26日,005,三層
RPPNMLSKLHKFFBG08CA,19,7.55,共有部分,鋼筋混凝土造,85年2月26日,005
RPRNMLNJMHKFFAG67CA,7,422.04,見其他登記事項,鋼筋混凝土造,97年6月16日,003,一層 二層 三層 地下層
RPRNMLNJMHKFFAG67CA,7,62.95,見其他登記事項,鋼筋混凝土造,97年6月16日,003
RPRQMLLMLHKFFAG97CA,44,55.44,住家用,加強磚造,60年1月1日,001,一層
RPSNMLLMLHKFFAG77CA,8,385.36,農舍,鋼筋混凝土造,95年10月20日,003,一層 二層 三層
RPTNMLLMLHKFFAG87CA,35,101.92,住家用,鋼筋混凝土加強磚造,69年1月18日,002,一層 二層 騎樓
RPUNMLLMLHKFFAG97CA,21,92.89,住家用,鋼筋混凝土造,83年7月26日,007,七層
RPUNMLLMLHKFFAG97CA,21,8.80,見其他登記事項,鋼筋混凝土造,83年7月26日,007
RPPOMLRLLHKFFAG08CA,20,89.93,住家用,鋼筋混凝土造,83年12月27日,006,四層
RPPOMLRLLHKFFAG08CA,20,8.86,見其他登記事項,鋼筋混凝土造,83年12月27日,006
RPQNMLLLLHKFFAG47CA,5,103.57,農舍,鋼筋混凝土造,99年1月27日,002,一層 二層 夾層
RPTNMLNLLHKFFAG97CA,9,138.75,住家用,鋼筋混凝土造,94年12月16日,003,一層 二層 三層
RPUNMLNLLHKFFAG08CA,19,160.33,見其他登記事項,鋼筋混凝土造,84年12月28日,003,三層 一層 二層
RPVPMLOLLHKFFAG48CA,1,109.92,見其他登記事項,鋼筋混凝土造,102年10月15日,013,十二層
RPVPMLOLLHKFFAG48CA,1,47.49,見其他登記事項,鋼筋混凝土造,102年10月15日,013
RPVPMLOLLHKFFAG48CA,1,14.58,見其他登記事項,鋼筋混凝土造,102年10月15日,013
RPVPMLQLLHKFFAG68CA,39,311.52,住家用,見其他登記事項,65年1月22日,003,三層 騎樓 一層 二層 地下層
RPPPMLLJMHKFFAG47CA,41,89.55,住家用,鋼筋混凝土加強磚造,63年3月15日,002,一層 二層
RPSNMLRJMHKFFAG18CA,,219.59,見其他登記事項,見其他登記事項,103年9月29日,003,一層 二層 三層 騎樓 見其他登記事項
RPPPMLTKLHKFFBG38CA,8,148.30,住家用,鋼筋混凝土造,95年12月29日,003,三層 一層 二層
RPQPMLTKLHKFFBG48CA,1,293.84,住家用,鋼筋混凝土造,103年5月7日,004,一層 二層 三層 四層
RPOQMLSJMHKFFAG18CA,,306.98,農舍,見其他登記事項,103年12月16日,003,一層 二層 三層 見其他登記事項
RPQNMLOLLHKFFBG87CA,,48.08,見其他登記事項,鋼筋混凝土造,103年11月20日,024,三層
RPQNMLOLLHKFFBG87CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
SPQNMLOLLHKFFBG97CA,,52.35,見其他登記事項,鋼筋混凝土造,103年11月20日,024,三層
SPQNMLOLLHKFFBG97CA,,36.56,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPRNMLOLLHKFFBG97CA,,97.86,見其他登記事項,鋼筋混凝土造,103年11月20日,024,四層
RPRNMLOLLHKFFBG97CA,,66.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPSNMLOLLHKFFBG08CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,四層
RPSNMLOLLHKFFBG08CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPTNMLOLLHKFFBG18CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,五層
RPTNMLOLLHKFFBG18CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPUNMLOLLHKFFBG28CA,,43.22,見其他登記事項,鋼筋混凝土造,103年11月20日,024,六層
RPUNMLOLLHKFFBG28CA,,28.74,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPVNMLOLLHKFFBG38CA,,52.35,見其他登記事項,鋼筋混凝土造,103年11月20日,024,九層
RPVNMLOLLHKFFBG38CA,,36.56,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPWNMLOLLHKFFBG48CA,,48.08,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十一層
RPWNMLOLLHKFFBG48CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPXNMLOLLHKFFBG58CA,,47.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十二層
RPXNMLOLLHKFFBG58CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPOOMLOLLHKFFBG77CA,,47.65,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十五層
RPOOMLOLLHKFFBG77CA,,33.91,見其他登記事項,鋼筋混凝土造,103年11月20日,024
SPOOMLOLLHKFFBG87CA,,43.22,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十三層
SPOOMLOLLHKFFBG87CA,,28.74,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPPOMLOLLHKFFBG87CA,,49.49,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十九層
RPPOMLOLLHKFFBG87CA,,35.10,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPQOMLOLLHKFFBG97CA,,131.61,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十九層
RPQOMLOLLHKFFBG97CA,,93.38,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPROMLOLLHKFFBG08CA,,92.15,見其他登記事項,鋼筋混凝土造,103年11月20日,024,十九層
RPROMLOLLHKFFBG08CA,,64.11,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPUQMLTKLHKFFBG98CA,37,83.26,住家用,鋼筋混凝土加強磚造,66年7月23日,002,一層 二層
RPVNMLKLLHKFFBG97CA,,365.88,住家用,鋼筋混凝土造,103年1月28日,003,一層 二層 三層
RPQNMLKMLHKFFBG57CA,,131.61,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十二層
RPQNMLKMLHKFFBG57CA,,93.38,見其他登記事項,鋼筋混凝土造,103年11月20日,024
SPQNMLKMLHKFFBG67CA,,43.22,見其他登記事項,鋼筋混凝土造,103年11月20日,024,二十二層
SPQNMLKMLHKFFBG67CA,,28.74,見其他登記事項,鋼筋混凝土造,103年11月20日,024
RPOOMLKMLHKFFBG47CA,10,190.21,住家用,鋼筋混凝土造,94年4月15日,003,一層 二層 三層
RPSOMLQLLHKFFAG48EA,36,106.26,住家用,鋼筋混凝土加強磚造,68年4月25日,002,一層 二層 騎樓
RPUOMLQLLHKFFAG68EA,28,153.10,住家用,鋼筋混凝土造,76年5月22日,003,一層 二層 三層 騎樓
RPOOMLTKLHKFFAG28EA,3,192.46,住家用,鋼筋混凝土造,101年4月23日,003,一層 二層 三層
RPOPMLSKLHKFFAG28EA,21,69.78,住家用,鋼筋混凝土造,83年1月22日,005,三層
RPOPMLSKLHKFFAG28EA,21,1.72,見其他登記事項,鋼筋混凝土造,83年1月22日,005
RPOPMLSKLHKFFAG28EA,21,37.03,見其他登記事項,鋼筋混凝土造,83年1月22日,004
RPVNMLTKLHKFFAG88EA,45,81.90,住家用,加強磚造,59年7月1日,002,一層 二層
RPUOMLSKLHKFFAG78EA,11,161.37,住家用,鋼筋混凝土造,93年6月25日,003,一層 二層 三層
RPRQMLTKLHKFFBG78DA,1,383.86,住家用,鋼筋混凝土造,103年3月18日,003,一層 二層 三層
RPSQMLTKLHKFFBG88DA,22,199.21,住家用,鋼筋混凝土造,81年9月9日,003,一層 二層 三層
RPUPMLNLLHKFFBG48DA,10,242.94,住家用,鋼筋混凝土造,94年6月9日,002,一層 二層
RPTNMLTJMHKFFBG58CA,22,97.81,住家用,鋼筋混凝土造,82年5月26日,006,三層
RPTNMLTJMHKFFBG58CA,22,29.24,共有部分,鋼筋混凝土造,82年5月26日,006
RPUOMLRJMHKFFBG78EA,,201.01,見其他登記事項,鋼筋混凝土造,104年2月3日,003,一層 二層 三層 屋頂突出物
RPVOMLRJMHKFFBG88EA,,201.01,見其他登記事項,鋼筋混凝土造,104年2月2日,003,一層 二層 三層 屋頂突出物
RPTNMLRJMHKFFBG58EA,,191.41,住家用,鋼筋混凝土造,104年2月2日,003,二層 三層 一層
RPUNMLRJMHKFFBG68EA,,201.01,見其他登記事項,鋼筋混凝土造,104年2月2日,003,一層 二層 三層 屋頂突出物
RPUOMLSKLHKFFBG88EA,8,273.69,見其他登記事項,鋼筋混凝土造,95年10月12日,007,四層
RPUOMLSKLHKFFBG88EA,8,164.21,共有部分,鋼筋混凝土造,95年10月12日,007
RPQQMLOLLHKFFBG38EA,9,174.82,住家用,鋼筋混凝土造,94年10月17日,004,一層 二層 三層 四層
RPPOMLKMLHKFFBG77EA,6,15.91,見其他登記事項,鋼筋混凝土造,97年12月31日,013,十三層
RPPOMLKMLHKFFBG77EA,6,9.72,共有部分,鋼筋混凝土造,97年12月31日,013
RPPOMLKMLHKFFBG77EA,6,2.67,共有部分,鋼筋混凝土造,97年12月31日,013
RPOOMLKLLHKFFBG57EA,19,270.63,住家用,鋼筋混凝土造,85年2月9日,004,一層 二層 三層 四層
RPWOMLSJMHKFFAG98EA,34,98.36,住家用,見其他登記事項,70年4月2日,002,一層 二層
RPXOMLLJMHKFFBG28CA,35,103.68,住家用,鋼筋混凝土加強磚造,69年7月21日,002,一層 二層
RPPPMLLJMHKFFBG57CA,20,124.75,住家用,鋼筋混凝土造,84年6月22日,009,五層
RPPPMLLJMHKFFBG57CA,20,34.82,共有部分,鋼筋混凝土造,84年6月22日,009
RPWPMLOLLHKFFBG68CA,21,234.81,見其他登記事項,鋼筋混凝土造,82年9月21日,014,二層
RPWPMLOLLHKFFBG68CA,21,26.05,共有部分,鋼筋混凝土造,82年9月21日,015
RPWPMLOLLHKFFBG68CA,21,38.02,共有部分,鋼筋混凝土造,82年9月21日,014
RPPNMLSJMHKFFAG97CA,,204.93,見其他登記事項,見其他登記事項,103年12月9日,004,一層 二層 三層 四層
RPPOMLSJMHKFFAG08CA,,186.15,見其他登記事項,見其他登記事項,103年12月9日,004,一層 二層 三層 四層
