¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï«n©M¸ô61~90¸¹,37.01,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,8,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0680522,70.2,2,2,1,¦³,¦³,3050000,43447,,0.0,0,,RPOOMLNLLHKFFAB07CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°ÏµØ¬üµó331~360¸¹,59.4,¦í,,,10402,¤g¦a1«Øª«2¨®¦ì0,¤@¼h¡AÃM¼Ó¡A¦a¤U¼h,5,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0700203,223.99,3,2,2,¦³,µL,22700000,101344,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTOMLNLLHKFFAB57CA
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¥ú´_¸ô151~180¸¹,6.51,°Ó,,,10401,¤g¦a4«Øª«1¨®¦ì0,¤»¼h,11,¿ì¤½°Ó·~¤j¼Ó,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0701118,71.05,1,1,1,¦³,¦³,1600000,22519,,0.0,0,³¡¤À¤g¦a§t¹D¸ô¥Î¦a,RPXOMLNLLHKFFAB97CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¥ÁÀs¨½³ÕÀ]¤@µó91~120¸¹,7.76,°Ó,,,10312,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810326,59.75,2,1,1,¦³,¦³,2360000,39498,,0.0,0,,RPPNMLOLLHKFFAB17CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¥_¸ô481~510¸¹,7.58,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì1,¤Q¤»¼h,17,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831118,110.11000000000001,3,2,1,¦³,¦³,5000000,45409,©Y¹D¾÷±ñ,0.0,0,,RPWNMLOLLHKFFAB87CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¼w´I¸ô61~90¸¹,29.24,¦í,,,10401,¤g¦a3«Øª«1¨®¦ì1,¤E¼h,9,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871219,176.76,4,2,2,¦³,¦³,9430000,53349,©Y¹D¥­­±,21.96,0,,RPOOMLPLLHKFFAB27CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¨½¤Q¥ÒªF¤Gµó78«Ñ1~30¸¹,80.75,¦í,,,10203,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030923,187.99,6,2,5,¦³,µL,12410000,66014,,0.0,0,,RPQOMLRLLHKFFAB67CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¨½¤Q¥ÒªF¤Gµó78«Ñ1~30¸¹,95.5,¦í,,,10205,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030923,201.4,6,2,5,¦³,µL,14500000,71996,,0.0,0,,RPROMLRLLHKFFAB77CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¨½¤Q¥ÒªF¤Gµó61~90¸¹,104.97,¦í,,,10205,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030923,218.18,6,2,5,¦³,µL,15500000,71042,,0.0,0,,RPSOMLRLLHKFFAB87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¨½¤Q¥ÒªF¤Gµó78«Ñ1~30¸¹,80.71,¦í,,,10203,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030923,187.99,6,2,5,¦³,µL,12410000,66014,,0.0,0,,RPTOMLRLLHKFFAB97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¨½¤Q¥ÒªF¤Gµó78«Ñ1~30¸¹,95.43,¦í,,,10205,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030923,201.4,6,2,5,¦³,µL,14500000,71996,,0.0,0,,RPUOMLRLLHKFFAB08CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï°·¦æ¸ô964«Ñ61~90¸¹,30.38,¨ä¥L,,,10401,¤g¦a1«Øª«1¨®¦ì2,¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030925,279.75,4,2,2,¦³,¦³,14000000,50045,©Y¹D¥­­±,0.0,0,,RPPPMLRLLHKFFAB67CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï°·¦æ¸ô964«Ñ61~90¸¹,28.59,¨ä¥L,,,10312,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030925,261.39,4,2,2,¦³,¦³,14285700,54653,©Y¹D¥­­±,0.0,0,,RPQPMLRLLHKFFAB77CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï°·¦æ¸ô964«Ñ61~90¸¹,26.62,¨ä¥L,,,10312,¤g¦a1«Øª«1¨®¦ì3,¤Q¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030925,247.29999999999998,4,2,2,¦³,¦³,18940000,76587,©Y¹D¾÷±ñ,0.0,0,§t1%ªA°È¶O,RPRPMLRLLHKFFAB87CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï°·¦æ¸ô964«Ñ61~90¸¹,23.14,¨ä¥L,,,10402,¤g¦a1«Øª«1¨®¦ì2,¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030925,217.84999999999997,4,2,2,¦³,¦³,14700000,67478,©Y¹D¾÷±ñ,0.0,0,,RPSPMLRLLHKFFAB97CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï°·¦æ¸ô964«Ñ61~90¸¹,30.26,¨ä¥L,,,10402,¤g¦a1«Øª«1¨®¦ì5,¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030925,280.13,4,2,2,¦³,¦³,17000000,60686,¨ä¥L,0.0,0,,RPTPMLRLLHKFFAB08CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï°·¦æ¸ô964«Ñ61~90¸¹,30.29,¨ä¥L,,,10403,¤g¦a1«Øª«1¨®¦ì2,¤­¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030925,279.65999999999997,4,2,2,¦³,¦³,14400000,51491,©Y¹D¥­­±,0.0,0,,RPUPMLRLLHKFFAB18CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¿w¦æ¸ô181~210¸¹,8.38,¦í,,,10403,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0720607,72.5,3,2,1,¦³,¦³,3450000,47586,,0.0,0,,RPVOMLKMLHKFFAB57CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¼w´I¸ô211~240¸¹,19.36,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,8,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0981211,128.39,2,2,1,¦³,¦³,7450000,58026,©Y¹D¥­­±,0.0,0,,RPUQMLLJMHKFFAB57CA
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï»OÆW¤j¹D¤@¬q361~390¸¹,3.04,°Ó,,,10402,¤g¦a5«Øª«1¨®¦ì0,¤Q¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0710630,29.299999999999997,1,0,1,¦³,µL,1080000,36860,,0.0,0,,RPUOMLMJMHKFFAB47CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤j©¾µó31~60¸¹,67.86,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,16,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830614,367.63,4,3,3,¦³,¦³,20800000,56579,,0.0,0,,RPWNMLRJMHKFFAB08CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦Û¥ßµó61~90¸¹,71.5,¦í,,,10401,¤g¦a4«Øª«1¨®¦ì0,¤@¼h,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0581114,124.11,2,2,1,¦³,µL,9000000,72516,,0.0,0,,RPWNMLLKMHKFFAB57CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï©¾©ú«n¸ô1231~1260¸¹,30.75,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680907,93.24,3,2,2,¦³,µL,3860000,41399,,0.0,0,,RPXPMLOKMHKFFAB18CA
¥_¤Ù°Ï,¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±ö¤tªF¸ô¥|¬q91~120¸¹,0.0,,,,10402,¤g¦a0«Øª«0¨®¦ì1,¦a¤U¤G¼h,17,¨ä¥L,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0831222,13.03,0,0,0,¦³,¦³,900000,,©Y¹D¥­­±,0.0,0,,RPPNMLRKLHKFFBB47CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±ö¤tªF¸ô¥|¬q91~120¸¹,5.15,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,17,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0831222,62.08,1,1,1,¦³,¦³,3280000,52835,,0.0,0,,RPQNMLRKLHKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤G¬q250«Ñ6§Ë1~30¸¹,221.25,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850108,146.95,4,2,3,¦³,¦³,4600000,31303,,0.0,0,,RPSNMLRKLHKFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q421~450¸¹,84.32,¦í,,,10401,¤g¦a2«Øª«1¨®¦ì3,¤Q¤E¼h,20,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0800204,1225.27,0,0,0,µL,¦³,38000000,31014,©Y¹D¥­­±,0.0,1650000,,RPPOMLRKLHKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¨½¼öªe¸ô¤T¬q181~210¸¹,40.05,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì2,¤Q¤»¼h,19,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020207,439.66,4,1,3,¦³,¦³,32170000,77114,©Y¹D¥­­±,56.2,2600000,,RPQOMLRKLHKFFBB67CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°¢¦è¤Kµó1~30¸¹,7.74,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960129,75.47,2,2,2,¦³,¦³,4550000,60289,,0.0,0,,RPUOMLRKLHKFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¶¶¨½¬h¶§¦èµó93«Ñ1~30¸¹,7.41,¦í,,,10401,¤g¦a1«Øª«2¨®¦ì1,¤@¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0840814,4877.18,3,2,2,¦³,¦³,5000000,1025,©Y¹D¥­­±,0.0,0,,RPTOMLSKLHKFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q808«Ñ1~30¸¹,8.93,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¤Q¤G¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820924,100.5,3,2,2,¦³,¦³,4800000,47761,,0.0,0,,RPSNMLTKLHKFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤å¤ß¸ô¥|¬q181~210¸¹,8.94,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951225,106.22999999999999,1,2,1,¦³,¦³,6600000,62129,©Y¹D¥­­±,35.73,0,,RPOPMLTKLHKFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏºÖ¹Øµó1~30¸¹,27.52,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0730411,86.39,2,2,1,¦³,¦³,4500000,52089,,0.0,0,,RPTPMLTKLHKFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï´º½å«n¤@¸ô72«Ñ1~30¸¹,53.41,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0920707,63.85,4,2,3,¦³,µL,7500000,117463,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C¶R½æÅv§Q½d³ò1/3¡C,RPXNMLNLLHKFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤Ó­ì¥|µó1~30¸¹,31.18,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì3,¤@¼h¡A¨£¨ä¥¦µn°O¨Æ¶µ,12,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010615,224.16,0,0,0,µL,¦³,19000000,84761,©Y¹D¥­­±,0.0,0,,RPSNMLQLLHKFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q661~690¸¹,2.95,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,24,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841124,41.57,1,0,1,¦³,¦³,1750000,42098,,0.0,0,,RPQNMLTLLHKFFBB87CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ó­ì¤­µó1~30¸¹,5.66,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,8,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811208,50.06,1,1,1,¦³,¦³,1660000,33160,,0.0,0,,RPWSMLLMLHKFFBB28CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï½Ã¹D¸ô271~300¸¹,90.0,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0570706,88.35,4,2,2,¦³,µL,11400000,129032,,0.0,0,,RPRRMLLJMHKFFBB47CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¬ü¼wµó352«Ñ1~30¸¹,20.67,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,7,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690214,76.95,2,2,1,¦³,¦³,2500000,32489,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLMJMHKFFBB07CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¥Ã¿³µó181~210¸¹,23.87,¦í,,,10401,¤g¦a4«Øª«1¨®¦ì0,¤T¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680123,98.42,6,0,6,¦³,µL,5030000,51107,,0.0,0,¥»®×«Øª«¤w§ï«Ø¦¨®M©Ð«¬¦¡,RPSPMLKKMHKFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤@¸ô241~270¸¹,31.23,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031209,194.1,3,2,2,¦³,¦³,11250000,57960,©Y¹D¥­­±,0.0,1200000,,RPQOMLOKMHKFFBB47CA
