絪腹,跋琿竚,簿锣縩キよそへ,ㄏノだ跋┪絪﹚
RPXNMLRKLHKFFBD48CA,ぱ皑琿,42.20,常カ笰
RPPNMLSKLHKFFBD77CA,┥い琿,37.48,常カ
RPOOMLTKLHKFFBD87CA,瞁い琿,680.79,常カ笰
RPOOMLTKLHKFFBD87CA,瞁い琿,946.36,常カ笰
RPUNMLKLLHKFFBD57CA,琿,59.41,常カ
RPUNMLKLLHKFFBD57CA,琿,8.69,常カ
RPUNMLKLLHKFFBD57CA,琿,142.76,常カ
RPUNMLKLLHKFFBD57CA,琿,1.86,常カ
RPTNMLOLLHKFFBD87CA,扼琿,167.71,常カ
RPTNMLOLLHKFFBD87CA,扼琿,20.86,常カㄤ
RPTNMLOLLHKFFBD87CA,扼琿,.29,常カㄤ
RPTNMLOLLHKFFBD87CA,扼琿,5.71,常カ
RPTNMLOLLHKFFBD87CA,扼琿,.57,常カㄤ
RPTNMLOLLHKFFBD87CA,扼琿,67.43,常カ
RPTNMLOLLHKFFBD87CA,扼琿,4.57,常カㄤ
RPQNMLKMLHKFFBD27CA,玭砍琿,239.97,常カ笰
RPWOMLMJMHKFFBD97CA,﹁琿,96.36,常カ
RPVNMLOKMHKFFBD08CA,玭琿,96.83,常カ
RPVNMLQKLHKFFCD28CA,狶琿,89.19,常カ
RPWNMLQKLHKFFCD38CA,芉袻琿,5.36,常カ
RPWNMLQKLHKFFCD38CA,芉袻琿,4.54,常カ
RPWNMLQKLHKFFCD38CA,芉袻琿,.14,常カ
RPWNMLQKLHKFFCD38CA,芉袻琿,.17,常カ
RPPOMLQKLHKFFCD77CA,肝狥琿,155.30,常カ
RPRNMLTKLHKFFCD18CA,ら穝琿,193.59,常カ
RPUNMLTKLHKFFCD48CA,λ縯琿,7.02,常カ
RPOOMLSKLHKFFCD87CA,肝狥琿,17.07,常カ
RPOOMLSKLHKFFCD87CA,肝狥琿,79.80,常カ
RPVNMLKLLHKFFCD77CA,地琿,113.00,常カ
RPRNMLSLLHKFFCD18CA,碔眏琿,4.24,常カㄤ
RPRNMLSLLHKFFCD18CA,碔眏琿,37.09,常カ
RPRNMLSLLHKFFCD18CA,碔眏琿,14.83,常カ
RPPNMLRKLHKFFAR98CA,穝狥琿,64.92,常カ
RPSNMLRKLHKFFAR66CA,穝狥琿,103.86,常カ
RPPNMLOLLHKFFAR78CA,狥厩琿,66.48,常カ
RPQNMLPLLHKFFAR98CA,穝碔琿,115.01,常カ
RPVNMLLMLHKFFAR56CA,琿,108.04,常カ
RPWNMLLMLHKFFAR66CA,琿,98.75,常カ
RPXNMLLMLHKFFAR76CA,琿,105.85,常カ
RPOOMLLMLHKFFAR58CA,琿,99.44,常カ
RPPOMLLMLHKFFAR68CA,琿,95.70,常カ
RPQOMLLMLHKFFAR78CA,琿,51.62,常カ
RPQOMLLMLHKFFAR78CA,琿,51.62,常カ
RPPNMLRKLHKFFBR09CA,匪糳琿糳琿,2110.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPTNMLRKLHKFFBR86CA,郴╭琿,325.01,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ユ硄ノ
RPQNMLNLLHKFFBR88CA,穝狥琿,56.38,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPUNMLTKLHKFFBR17CA,榜繷琿榜繷琿,15.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLTKLHKFFBR17CA,榜繷琿榜繷琿,79.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLTKLHKFFBR17CA,榜繷琿榜繷琿,52.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLTKLHKFFBR17CA,榜繷琿榜繷琿,1.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLTKLHKFFBR17CA,榜繷琿榜繷琿,43.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLSLLHKFFCR76CA,墩糳琿,1715.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPWNMLTKLHKFFDR57CA,い琿,1603.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPTNMLRKLHKFFDR07CA,玂方琿,1334.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLSLLHKFFDR86CA,扼糳琿,101.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLRKLHKFFER37CA,詗琿,2000.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPOMLRLLHKFFER96CA,玂琿,45.19,常カㄤ
RPPOMLRLLHKFFER96CA,玂琿,170.13,常カ
RPSNMLSLLHKFFER27CA,┺狶琿,2652.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSNMLSJMHKFFER17CA,瑆琿,653.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLRKLHKFFFR07CA,畆竲琿,12.64,常カㄤ
RPQNMLTKLHKFFFR17CA,﹁琿,138.00,常カ
RPSOMLKLLHKFFFR66CA,ヒ琿,215.50,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,180.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,180.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,567.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,120.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,378.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,228.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,718.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,240.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,756.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,1245.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLKLLHKFFFR66CA,ヒ琿,725.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLSJMHKFFFR96CA,盭盵琿,757.76,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLSJMHKFFFR96CA,盭盵琿,575.10,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLTKLHKFFHR87CA,芉︽琿,112.00,常カ
RPOOMLRKLHKFFHR07CA,せヒ郴琿,12.90,常カ
RPPOMLRKLHKFFHR17CA,ッく琿,71.95,常カ
RPVNMLOLLHKFFHR47CA,ッ砍琿,128.90,常カ坝
RPVNMLOLLHKFFHR47CA,ッ砍琿,91.29,常カ坝
RPVNMLOLLHKFFHR47CA,ッ砍琿,99.82,常カ坝
RPOOMLOLLHKFFHR86CA,ッ㎝琿,8.40,常カ
RPQNMLKKMHKFFHR56CA,伐琿,150.36,常カ
RPRNMLOKMHKFFHR07CA,芉琿,480.77,常カ
RPWNMLOKMHKFFHR57CA,ッ琿,133.25,常カ
RPVNMLQKLHKFFAD18DA,猌竧琿,16.03,常カ
RPVNMLQKLHKFFAD18DA,猌竧琿,.33,常カ
RPVNMLQKLHKFFAD18DA,猌竧琿,56.47,常カ
RPWNMLQKLHKFFAD28DA,砍琿,85.21,常カ
RPUNMLNLLHKFFAD87DA,笏袷,81.00,常カ
RPSNMLSKLHKFFBD18DA,琿,7615.96,常カ
RPSNMLSKLHKFFBD18DA,琿,13098.24,常カ
RPVNMLRKLHKFFCD48DA,Ю糳琿,10.47,常カ
RPVNMLRKLHKFFCD48DA,Ю糳琿,.10,常カ
RPQOMLRKLHKFFCD08DA,芉袻琿,60.00,常カ
RPQNMLRKLHKFFAR56DA,確砍琿,79.94,常カ
RPRNMLRKLHKFFAR66DA,確砍琿,26.02,常カ
RPRNMLOLLHKFFAR09DA,鸍籐琿,1326.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLRKLHKFFBR66DA,砛╭琿,569.33,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLRKLHKFFBR66DA,砛╭琿,11.67,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLRKLHKFFBR66DA,砛╭琿,520.33,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLKKMHKFFDR78DA,﹁琿,174.72,常カ
RPQNMLSKLHKFFER07DA,穝犁琿,97.00,常カ
RPQNMLQKLHKFFHR17DA,芉狥琿,19.16,常カ
RPPNMLQKLHKFFGR96DA,トぱ琿,4946.95,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPOOMLRKLHKFFBD87EA,┥い琿,101.36,常カ
RPTNMLSKLHKFFFR57EA,琇紈琿,131.48,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLRLLHKFFCD58EA,く㎝琿,20.00,常カ
RPPNMLSKLHKFFFR07DA,琿,208.00,常カ
RPVNMLQLLHKFFDR37DA,搂て琿,1587.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLSKLHKFFBR76DA,拉郴琿,60.28,常カ
RPQNMLSKLHKFFBR76DA,拉郴琿,2.40,常カ
RPQNMLSKLHKFFBR76DA,拉郴琿,3.79,常カ
RPTNMLSKLHKFFBR07DA,狥琿,2079.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPTNMLSKLHKFFBR07DA,狥琿,11.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPUNMLSKLHKFFBR17DA,榜繷琿き╔繷琿,400.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPUNMLSKLHKFFBR17DA,フ匪琿,325.50,獶常カ春跋 ; 獶常カ絪﹚笰ノ
RPPNMLTKLHKFFBR76DA,玡瓾琿,786.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPPNMLTKLHKFFBR76DA,玡瓾琿,875.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPPNMLTKLHKFFCR86DA,犁琿,76.36,常カ
RPQNMLRKLHKFFDR86DA,く稲琿,114.59,常カ
RPXNMLRKLHKFFDR57DA,兼醂琿,86.02,常カ
RPXNMLRKLHKFFDR57DA,兼醂琿,16.20,常カ
RPOOMLRKLHKFFDR76DA,兼醂琿,18.08,常カ
RPOOMLRKLHKFFDR76DA,兼醂琿,6.99,常カ
RPSOMLKLLHKFFDR56DA,袻琿,1965.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLSKLHKFFAR56DA,穝筿琿,37.10,常カ
RPRNMLSKLHKFFCD18DA,砍琿,99.10,常カ笰
RPOOMLRKLHKFFCD87DA,λ縯琿,44.60,常カ
RPQNMLQLLHKFFBD87DA,い琿,21.44,常カ
RPQNMLQLLHKFFBD87DA,い琿,74.65,常カ
RPRNMLQLLHKFFBD97DA,┥琿,113.96,常カ
RPSNMLQLLHKFFBD08DA,い琿,118.41,常カ
RPTNMLTKLHKFFAD28DA,地琿,8.67,常カ
RPPOMLTJMHKFFHR37CA,Θ琿,16.80,常カ
RPTNMLTJMHKFFHR67CA,芉﹁琿,10.69,常カ
RPTNMLTJMHKFFHR67CA,芉﹁琿,37.05,常カ
RPTNMLTJMHKFFHR67CA,芉﹁琿,10.29,常カ
RPTNMLTJMHKFFHR67CA,芉﹁琿,35.26,常カ
RPTNMLLJMHKFFHR86CA,玭琿,97.07,常カ
RPPNMLPLLHKFFHR96CA,讣阚兼琿,101.00,常カ
RPQNMLQLLHKFFHR17CA,せヒ郴琿,98.00,常カ
RPPNMLRLLHKFFHR17CA,芖琿,36.25,常カ
RPSNMLLMLHKFFHR96CA,Θ琿,6.20,常カ
RPQNMLSKLHKFFHR27CA,芉狥琿,171.36,常カ
RPTNMLSKLHKFFHR57CA,芉琿,41.30,常カ
RPTNMLSKLHKFFHR57CA,芉琿,41.30,常カ
RPSNMLTKLHKFFHR57CA,せヒ郴琿,11.17,常カ
RPWNMLTKLHKFFHR97CA,繷玡琿,95.11,常カ
RPWNMLTKLHKFFHR97CA,繷玡琿,16.34,常カ
RPPOMLTKLHKFFHR37CA,讣阚兼琿,19.64,常カㄤ
RPPOMLTKLHKFFHR37CA,讣阚兼琿,82.00,常カ
RPTOMLTKLHKFFHR77CA,玭穝琿,.17,常カ
RPTOMLTKLHKFFHR77CA,玭穝琿,4.91,常カ
RPTNMLOLLHKFFFR07CA,いタ琿,22.40,常カ
RPSNMLTKLHKFFFR37CA,び琿,.56,常カㄤ
RPSNMLTKLHKFFFR37CA,び琿,.05,常カㄤ
RPUNMLRKLHKFFFR37CA,ヒ琿,446.43,獶常カ疭﹚盡ノ跋 ; 獶常カ絪﹚笰ノ
RPUNMLSKLHKFFFR47CA,紈盵琿,6.80,常カ
RPUNMLSKLHKFFFR47CA,紈盵琿,6.80,常カ
RPVNMLSKLHKFFFR57CA,ヒ琿,326.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPRNMLSJMHKFFER07CA,墩琿,42.50,獶常カ疭﹚盡ノ跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPRNMLSJMHKFFER07CA,墩琿,42.50,獶常カ疭﹚盡ノ跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPUNMLRJMHKFFER27CA,到穝琿,5.14,常カ
RPOOMLTJMHKFFER96CA,盵郴琿,25.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLLJMHKFFER78CA,穝琿,49.63,常カ
RPTNMLSKLHKFFER27CA,ゅタ琿,111.96,常カ
RPPPMLKLLHKFFDR88CA,à盿瞅琿,2686.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPOOMLTKLHKFFDR86CA,ㄎて琿,1778.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLRKLHKFFCR17CA,犁琿,3114.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLKKMHKFFCR56CA,缠搂琿,583.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLKKMHKFFCR56CA,缠搂琿,19.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPWNMLKKMHKFFCR66CA,陈ě琿,315.00,常カ笰
RPWNMLKKMHKFFCR66CA,陈ě琿,5538.00,常カ笰
RPXNMLKKMHKFFCR76CA,陈ě琿,4481.00,常カ笰
RPQNMLMLLHKFFBR78CA,罷哼打琿罷哼打琿,4740.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLMLLHKFFBR78CA,罷哼打琿罷哼打琿,57.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLMLLHKFFBR78CA,罷哼打琿罷哼打琿,1033.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLMLLHKFFBR78CA,罷哼打琿罷哼打琿,504.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLMLLHKFFBR78CA,罷哼打琿罷哼打琿,3351.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLNKMHKFFBR98CA,匪糳琿郴糳琿,1126.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLKLLHKFFCR68CA,穨琿,601.00,獶常カ笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPQNMLKLLHKFFCR68CA,穨琿,184.00,獶常カ笰穨跋 ; 獶常カ絪﹚ユ硄ノ
RPSNMLSKLHKFFBR86CA,ッ╭琿,336.79,常カ
RPSNMLRKLHKFFBR76CA,祏攫琿,2152.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPROMLLMLHKFFAR88CA,琿,100.91,常カ
RPSOMLLMLHKFFAR98CA,琿,89.35,常カ
RPTOMLLMLHKFFAR09CA,琿,89.35,常カ
RPUOMLLMLHKFFAR56CA,琿,92.04,常カ
RPVOMLLMLHKFFAR66CA,琿,43.20,常カ
RPVOMLLMLHKFFAR66CA,琿,43.20,常カ
RPWOMLLMLHKFFAR76CA,琿,86.40,常カ
RPXOMLLMLHKFFAR86CA,琿,43.68,常カ
RPXOMLLMLHKFFAR86CA,琿,43.68,常カ
RPUNMLRJMHKFFAR86CA,穝ネ琿,6.71,常カ
RPUNMLRJMHKFFAR86CA,穝ネ琿,72.90,常カ
RPVNMLRJMHKFFAR96CA,穝ネ琿,6.71,常カ
RPVNMLRJMHKFFAR96CA,穝ネ琿,71.27,常カ
RPPNMLTKLHKFFAR56CA,穝琿,111.86,常カ
RPQNMLSKLHKFFAR56CA,穝チ琿,4.38,常カ
RPQNMLSKLHKFFAR56CA,穝チ琿,4.49,常カ
RPQNMLSKLHKFFAR56CA,穝チ琿,.07,常カㄤ
RPRNMLMJMHKFFCD47CA,λ縯琿,2.53,常カ
RPTOMLSLLHKFFCD48CA,芉袻琿,35.70,常カ
RPSNMLKMLHKFFCD57CA,ユ琿,24.18,常カ
RPTOMLOLLHKFFCD08CA,狶琿,50.78,常カ
RPVOMLKLLHKFFCD87CA,狥琿,5.74,常カ
RPPNMLTKLHKFFCD97CA,そ璣琿,33.47,常カ
RPQNMLSKLHKFFCD97CA,琿,33.60,常カ
RPSNMLSKLHKFFCD18CA,Ю糳琿,2.60,常カ
RPTNMLSKLHKFFCD28CA,穝狥琿,16.42,常カ坝
RPROMLMJMHKFFBD47CA,绰琿,59.87,常カ
RPROMLMJMHKFFBD47CA,绰琿,1.79,常カ
RPROMLMJMHKFFBD47CA,绰琿,11.30,常カ
RPPNMLTJMHKFFBD87CA,篲琿,79.87,常カ
RPPNMLTJMHKFFBD87CA,篲琿,15.93,常カ
RPRNMLTJMHKFFBD08CA,篲琿,152.47,常カ
RPRNMLTJMHKFFBD08CA,篲琿,15.93,常カ
RPRNMLTJMHKFFBD08CA,篲琿,.94,常カ
RPSNMLTJMHKFFBD18CA,篲琿,81.42,常カ
RPSNMLTJMHKFFBD18CA,篲琿,15.93,常カ
RPTNMLTJMHKFFBD28CA,篲琿,81.32,常カ
RPTNMLTJMHKFFBD28CA,篲琿,15.93,常カ
RPWNMLNLLHKFFBD08CA,匪郴琿,18.27,常カ
RPOOMLNLLHKFFBD37CA,郴琿,76.93,常カ
RPPNMLNLLHKFFBD37CA,┥琿,88.66,常カ
RPSNMLTKLHKFFBD18CA,┥い琿,14.79,常カ
RPRNMLKLLHKFFBD27CA,褐瓣琿,112.50,常カ
RPSNMLKLLHKFFBD37CA,厩狥琿,1071.93,常カ
RPSNMLKLLHKFFBD37CA,厩狥琿,956.70,常カ
RPPNMLTKLHKFFBD87CA,狥琿,1.16,常カ
RPWNMLRJMHKFFAD28CA,じ琿,216.22,常カ
RPPNMLNJMHKFFAD17CA,地琿,29.41,常カ坝
RPUOMLNKMHKFFAD87CA,そ堕琿,58.00,常カ坝
RPXNMLLJMHKFFAD77CA,ッ地琿,2.13,常カ坝
RPXNMLLJMHKFFAD77CA,ッ地琿,118.61,常カ坝
RPQOMLRLLHKFFAD87CA,地琿,8.30,常カ
RPTOMLNLLHKFFAD77CA,狥砍琿,26.60,常カ
RPVOMLNLLHKFFAD97CA,い琿,47.52,常カ坝
RPVOMLNLLHKFFAD97CA,い琿,10.65,常カ坝
RPVOMLNLLHKFFAD97CA,い琿,2.74,常カ坝
RPVOMLNLLHKFFAD97CA,い琿,.89,常カ坝
RPRNMLOLLHKFFAD57CA,玂琿,52.00,常カ
RPRNMLOLLHKFFAD57CA,玂琿,11.00,常カㄤ
RPQPMLPLLHKFFAD77CA,秨じ琿,16.45,常カ坝
RPVNMLQLLHKFFAD18CA,琿,57.27,常カ
RPXNMLQLLHKFFAD38CA,地琿,.17,常カ
RPQOMLPLLHKFFAD67CA,タ砍琿,17.08,常カ
RPQOMLPLLHKFFAD67CA,タ砍琿,10.40,常カ
RPPNMLTKLHKFFAD77CA,地琿,10.71,常カ坝
RPQNMLTKLHKFFAD87CA,玭圭琿,32.60,常カ坝
RPQNMLTKLHKFFAD87CA,玭圭琿,.46,常カ
RPQNMLTKLHKFFAD87CA,玭圭琿,.39,常カ
RPWNMLTKLHKFFAD48CA,藉琿,122.68,常カ
RPVOMLTKLHKFFAD48CA,┑キ琿,42.12,常カ
RPPNMLKLLHKFFAD96CA,琿,.94,常カ
RPPNMLKLLHKFFAD96CA,琿,74.22,常カ
RPPNMLKLLHKFFAD96CA,琿,15.28,常カ
RPUNMLSLLHKFFAD28CA,秨じ琿,10.10,常カ坝
RPUOMLLMLHKFFAD77CA,眃贾琿,2.83,常カ坝
RPVNMLLMLHKFFAD77CA,┑キ琿,28.96,常カ
RPXNMLLMLHKFFAD97CA,眃不琿,151.55,常カ
RPXNMLLMLHKFFAD97CA,眃不琿,41.77,常カ
RPXNMLLMLHKFFAD97CA,眃不琿,4.27,常カ
RPXNMLLMLHKFFAD97CA,眃不琿,.47,常カㄤ
RPXNMLLMLHKFFAD97CA,眃不琿,.07,常カㄤ
RPQNMLTKLHKFFBD97CA,篲琿,167.02,常カ
RPRNMLTKLHKFFBD08CA,琿,.50,常カㄤ
RPRNMLTKLHKFFBD08CA,琿,450.50,常カ笰
RPPOMLTKLHKFFBD97CA,㎝琿,37.36,常カ
RPPOMLTKLHKFFBD97CA,㎝琿,1069.75,常カ
RPQOMLTKLHKFFBD08CA,盵琿,.53,常カ
RPQOMLTKLHKFFBD08CA,盵琿,90.13,常カ
RPPNMLKLLHKFFBD07CA,瞶稱琿,70.96,常カ坝
RPPNMLKLLHKFFBD07CA,瞶稱琿,58.41,常カㄤ
RPPNMLKLLHKFFBD07CA,瞶稱琿,40.69,常カ坝
RPQNMLKLLHKFFBD17CA,い琿,569.25,常カ
RPQNMLKLLHKFFBD17CA,い琿,42.33,常カㄤ
RPTNMLKLLHKFFBD47CA,紋琿,16.44,常カ
RPTNMLKLLHKFFBD47CA,紋琿,148.16,常カ
RPTNMLKLLHKFFBD47CA,紋琿,60.18,常カ
RPTNMLTKLHKFFBD28CA,ガ砋琿,1043.00,常カ笰
RPTNMLTKLHKFFBD28CA,ガ砋琿,319.95,常カ笰
RPTNMLTKLHKFFBD28CA,ガ砋琿,1661.79,常カ笰
RPUNMLTKLHKFFBD38CA,い琿,44.52,常カ
RPPOMLSJMHKFFBD87CA,﹁琿,100.61,常カ
RPPOMLSJMHKFFBD87CA,﹁琿,43.39,常カ
RPPOMLSJMHKFFBD87CA,﹁琿,4.86,常カ
RPRNMLMJMHKFFBD37CA,┥い琿,11.86,常カ
RPPNMLKLLHKFFCD17CA,▅贾琿,4.12,常カ
RPVNMLTKLHKFFCD58CA,λ縯琿,19.41,常カ
RPPNMLNLLHKFFCD47CA,玭琿,355.00,常カ
RPPNMLNLLHKFFCD47CA,玭琿,355.00,常カ
RPTOMLKLLHKFFCD67CA,そ璣琿,31.30,常カ
RPTOMLKLLHKFFCD67CA,そ璣琿,3.62,常カㄤ
RPTOMLKLLHKFFCD67CA,そ璣琿,1.37,常カ
RPSNMLOLLHKFFCD87CA,芉袻琿,39.00,常カ
RPOOMLQLLHKFFCD77CA,穝砍琿,5.09,常カ
RPTNMLSLLHKFFCD38CA,芉袻琿,75.00,常カ
RPWNMLSLLHKFFCD68CA,λ縯琿,10.19,常カ
RPROMLPLLHKFFCD97CA,琿,6.43,常カ
RPPOMLMJMHKFFCD37CA,紈蔼琿,133.83,常カ
RPPOMLMJMHKFFCD37CA,紈蔼琿,124.71,常カ
RPPOMLMJMHKFFCD37CA,紈蔼琿,211.50,常カㄤ
RPPOMLMJMHKFFCD37CA,紈蔼琿,101.39,常カ
RPSOMLLJMHKFFCD57CA,λ縯琿,3.46,常カ
RPXNMLPKMHKFFCD48CA,芉袻琿,21.46,常カ
RPTNMLSKLHKFFAR86CA,ρ份琿ρ份琿,3961.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLNLLHKFFAR68CA,穝チ琿,66.10,常カ
RPTNMLTKLHKFFBR07CA,拉郴琿,33.88,常カ
RPRNMLOKMHKFFAR98CA,猌紂琿,42.22,常カ
RPPNMLNKMHKFFBR78CA,祏攫琿,1305.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLOKMHKFFBR09CA,玡瓾琿,1007.27,獶常カ℡玂▅跋 ; 獶常カ絪﹚狶穨ノ
RPSNMLOKMHKFFBR56CA,玡瓾琿,1007.27,獶常カ℡玂▅跋 ; 獶常カ絪﹚狶穨ノ
RPPNMLKLLHKFFBR48CA,猠狥琿,3001.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
