¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦w«n°Ï,¤g¦a,¦úªF¬q541~570¦a¸¹,1014.93,¹A,,,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3350000,3301,,0.0,0,,RPSNMLRKLHKFFBD97CA
¦w«n°Ï,¤g¦a,¤Ñ°¨¬q841~870¦a¸¹,319.19,¹A,,,10403,¤g¦a13«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1448295,4537,,0.0,0,,RPXNMLRKLHKFFBD48CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w¤¤¸ô¤@¬q700«Ñ61~90¸¹,37.48,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0700907,97.75,2,2,1,¦³,µL,2330000,23836,,0.0,0,,RPPNMLSKLHKFFBD77CA
¦w«n°Ï,¤g¦a,²W¤¤¬q1~30¦a¸¹,1627.15,¹A,,,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11443800,7033,,0.0,0,,RPOOMLTKLHKFFBD87CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°ÏÆQ¥Ð¸ô30«Ñ61~90¸¹,212.71,¦í,,,10403,¤g¦a4«Øª«2¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940503,277.39,5,2,5,¦³,¦³,8600000,31004,,0.0,0,,RPUNMLKLLHKFFBD57CA
¦w«n°Ï,¤g¦a,¥~¶ó¬q151~180¦a¸¹,267.14,¦í,,,10403,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,7487,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPTNMLOLLHKFFBD87CA
¦w«n°Ï,¤g¦a,«n¿³¬q1081~1110¦a¸¹,239.97,¹A,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,815100,3397,,0.0,0,,RPQNMLKMLHKFFBD27CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï®ü¦ú¸ô¥|¬q420«Ñ13§Ë1~30¸¹,96.36,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871231,187.77,5,2,2,¦³,µL,5050000,26895,,0.0,0,,RPWOMLMJMHKFFBD97CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï©²¦w¸ô¤C¬q37«Ñ1~30¸¹,96.83,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,2,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0690603,101.21000000000001,3,1,1,¦³,µL,900000,8892,,0.0,0,,RPVNMLOKMHKFFBD08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤¤µØ«n¸ô¤@¬q125«Ñ1~30¸¹,89.19,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0630814,96.26,4,2,2,¦³,µL,3000000,31166,,0.0,0,,RPVNMLQKLHKFFCD28CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï©²½nµó91~120¸¹,10.21,¦í,,,10402,¤g¦a4«Øª«2¨®¦ì0,¤G¼h,7,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0801102,56.31,2,0,2,¦³,µL,1450000,25750,,0.0,0,,RPWNMLQKLHKFFCD38CA
ªF°Ï,¤g¦a,¸ÎªF¬q451~480¦a¸¹,155.3,¦í,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,16920000,108950,,0.0,0,,RPPOMLQKLHKFFCD77CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ïª÷µØ¸ô¤@¬q503«Ñ1~30¸¹,193.59,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,1021018,491.86,4,2,6,¦³,µL,25880000,52617,,0.0,0,,RPRNMLTKLHKFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R©ú¸ô241~270¸¹,7.02,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0830825,55.099999999999994,2,2,1,¦³,¦³,2820000,51180,,0.0,0,,RPUNMLTKLHKFFCD48CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¥­¸ô331~360¸¹,96.87,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0931025,227.7,5,2,4,¦³,µL,14010000,61528,,0.0,0,,RPOOMLSKLHKFFCD87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªFºaµó44«Ñ1~30¸¹,113.0,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0570130,121.09,5,3,2,¦³,µL,7000000,57808,,0.0,0,,RPVNMLKLLHKFFCD77CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¹A¸ô288«Ñ147§Ë1~30¸¹,56.16,¦í,,,10401,¤g¦a3«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0630911,84.0,4,2,4,¦³,µL,6800000,80952,,0.0,0,,RPRNMLSLLHKFFCD18CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ïªøºa¸ô¤@¬q151~180¸¹,64.92,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A«Î³»¬ð¥Xª«,4,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0850222,168.94,3,2,3,¦³,µL,5300000,31372,,0.0,0,,RPPNMLRKLHKFFAR98CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï·sªF¨½22¾FªF©úµó80«Ñ1~30¸¹,103.86,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030807,229.21,6,2,4,¦³,µL,9000000,39265,,0.0,0,,RPSNMLRKLHKFFAR66CA
·sÀç°Ï,¤g¦a,ªF¾Ç¬q601~630¦a¸¹,66.48,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,22563,,0.0,0,§t¥¼«O¦s¤§«Øª«²{ªp®æ§½2©Ð1ÆU2½Ã,RPPNMLOLLHKFFAR78CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï·s¶i¸ô¤G¬q451~480¸¹,115.01,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡AÃM¼Ó,4,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830124,258.79,6,3,4,¦³,µL,10300000,39801,,0.0,0,,RPQNMLPLLHKFFAR98CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï©¤¤º¨½11¾F´Âµ^¸ô151~180¸¹,108.04,¦í,,,10209,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031016,244.5,4,2,5,¦³,µL,11100000,45399,,0.0,0,,RPVNMLLMLHKFFAR56CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï©¤¤º¨½11¾F´Âµ^¸ô151~180¸¹,98.75,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031016,237.58,4,2,5,¦³,µL,10600000,44617,,0.0,0,,RPWNMLLMLHKFFAR66CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï©¤¤º¨½11¾F´Âµ^¸ô151~180¸¹,105.85,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031016,248.42,4,2,5,¦³,µL,11200000,45085,,0.0,0,,RPXNMLLMLHKFFAR76CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï©¤¤º¨½11¾F´Âµ^¸ô151~180¸¹,99.44,¦í,,,10209,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031016,245.46,4,2,5,¦³,µL,11000000,44814,,0.0,0,,RPOOMLLMLHKFFAR58CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï©¤¤º¨½11¾F´Âµ^¸ô151~180¸¹,95.7,¦í,,,10206,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031016,252.18,4,2,5,¦³,µL,10500000,41637,,0.0,0,,RPPOMLLMLHKFFAR68CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï©¤¤º¨½11¾F´Âµ^¸ô167«Ñ1~30¸¹,103.24,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031016,197.83,4,2,5,¦³,µL,7230000,36547,,0.0,0,,RPQOMLLMLHKFFAR78CA
«á¾À°Ï,¤g¦a,¦w·Ë¼d¬q¤U¼d¤p¬q571~600¦a¸¹,2110.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5744475,2723,,0.0,0,,RPPNMLRKLHKFFBR09CA
¥Õªe°Ï,¤g¦a,³»¨q¯§¬q31~60¦a¸¹,325.01,,¯S©w¹A·~°Ï,¥æ³q¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,130000,400,,0.0,0,,RPTNMLRKLHKFFBR86CA
«á¾À°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««á¾À°Ï·sªF¨½·s´äªF121~150¸¹,56.38,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830909,114.34,4,2,3,¦³,µL,1360000,11894,,0.0,0,,RPQNMLNLLHKFFBR88CA
¥Õªe°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Õªe°Ïª@¦w¨½¤T¶¡­í31~60¸¹,190.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a5«Øª«2¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830304,299.76,8,4,6,¦³,µL,3600000,12010,,0.0,0,,RPUNMLTKLHKFFBR17CA
³Â¨§°Ï,¤g¦a,¥_¶Õ¼d¬q3001~3030¦a¸¹,1715.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1800000,1050,,0.0,0,,RPPNMLSLLHKFFCR76CA
¦è´ä°Ï,¤g¦a,¤¤¦{¬q541~570¦a¸¹,1603.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4300000,2682,,0.0,0,¦a¤W¦³¥¼¿ì«O¦sµn°O¹AªÙ3´É,RPWNMLTKLHKFFDR57CA
±N­x°Ï,¤g¦a,«O·½¬q1501~1530¦a¸¹,1334.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1144572,858,,0.0,0,,RPTNMLRKLHKFFDR07CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°Ï¥Ã¼Ö¨½¤j¶ó¼d1~30¸¹,101.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0710721,107.56,5,1,2,¦³,µL,1650000,15340,,0.0,0,,RPPNMLSLLHKFFDR86CA
·s¤Æ°Ï,¤g¦a,Ôw¤f¬q1231~1260¦a¸¹,2000.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10000000,5000,,0.0,0,,RPVNMLRKLHKFFER37CA
¦w©w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w©w°Ï¦w©w181~210¸¹,215.32,¦í,,,10401,¤g¦a2«Øª«1¨®¦ì0,¥þ,1,³z¤Ñ­í,¦í®a¥Î,¤ì³y,0350715,61.32,0,0,0,µL,µL,2550000,41585,,0.0,0,,RPPOMLRLLHKFFER96CA
·s¤Æ°Ï,¤g¦a,ûç©ÞªL¬q211~240¦a¸¹,2652.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2652000,1000,,0.0,0,,RPSNMLSLLHKFFER27CA
·s¥«°Ï,¤g¦a,¤j¬w¬q781~810¦a¸¹,653.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,459,,0.0,0,,RPSNMLSJMHKFFER17CA
¤¯¼w°Ï,¤g¦a,®r¸}¥_¬q211~240¦a¸¹,12.64,¨ä¥L,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1453000,114953,,0.0,0,·î¹s¦a¶R½æ,RPRNMLRKLHKFFFR07CA
Ãö¼q°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Ãö¼q°Ï¤s¦è¨½©¾§µµó241~270¸¹,138.0,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821020,146.81,3,2,3,¦³,µL,3900000,26565,,0.0,0,,RPQNMLTKLHKFFFR17CA
Âk¤¯°Ï,«Øª«,»O«n¥«Âk¤¯°Ï¨F±[¨½¨F±[241~270¸¹,0.0,,,,10402,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,1,¨ä¥L,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1010419,199.22,1,1,1,¦³,µL,992600,4982,,0.0,0,,RPRNMLKLLHKFFFR09CA
Âk¤¯°Ï,¤g¦a,¤K¥Ò¬q4291~4320¦a¸¹,5552.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10312,¤g¦a12«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,26367000,4749,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡CÂù¤è¨ÃµLÃ±­q¶R½æ¨p«´¡A¶R½æ»ùª÷Âù¤è¥ç¨p¤U¥æ¥I¡A¥Ó³ø¤H«Y¨ÌÂù¤è³¯­zµn¿ý¶R½æ»ùª÷¡C,RPSOMLKLLHKFFFR66CA
¤¯¼w°Ï,¤g¦a,±X±[¬q691~720¦a¸¹,1332.86,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10000000,7503,,0.0,0,,RPPNMLSJMHKFFFR96CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°ÏÆQ¦æ¨½¥Ã¦w¸ô105«Ñ37§Ë1~30¸¹,112.0,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891228,286.14,5,1,5,¦³,µL,9000000,31453,,0.0,0,,RPVNMLTKLHKFFHR87CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¦w±d¨½¤¤µØ¸ô727«Ñ1~30¸¹,12.9,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880824,130.28,3,2,2,¦³,¦³,4000000,30703,©Y¹D¾÷±ñ,9.85,0,,RPOOMLRKLHKFFHR07CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï´_µØ¤@µó19«Ñ1~30¸¹,71.95,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0760820,121.61,3,2,2,¦³,µL,2300000,18913,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPOMLRKLHKFFHR17CA
¥Ã±d°Ï,¤g¦a,¥Ã¿³¬q481~510¦a¸¹,320.01,°Ó,,,10402,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,14036000,43861,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPVNMLOLLHKFFHR47CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï´_µØ¤Tµó61~90¸¹,8.4,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,19,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840908,93.37,3,2,2,¦³,¦³,3050000,32666,,0.0,0,,RPOOMLOLLHKFFHR86CA
¥Ã±d°Ï,¤g¦a,¥_·¥¬q361~390¦a¸¹,150.36,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1900000,12636,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLKKMHKFFHR56CA
¥Ã±d°Ï,¤g¦a,ÆQ¥_¬q991~1020¦a¸¹,480.77,¤u,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10000000,20800,,0.0,0,,RPRNMLOKMHKFFHR07CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ã¿³¸ô355«Ñ58§Ë1~30¸¹,133.25,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030409,326.93,6,2,6,¦³,µL,21000000,64234,,0.0,0,,RPWNMLOKMHKFFHR57CA
